GestureName,PosX_0,PosY_0,PosZ_0,RotX_0,RotY_0,RotZ_0,PosX_1,PosY_1,PosZ_1,RotX_1,RotY_1,RotZ_1,PosX_2,PosY_2,PosZ_2,RotX_2,RotY_2,RotZ_2,PosX_3,PosY_3,PosZ_3,RotX_3,RotY_3,RotZ_3,PosX_4,PosY_4,PosZ_4,RotX_4,RotY_4,RotZ_4,PosX_5,PosY_5,PosZ_5,RotX_5,RotY_5,RotZ_5,PosX_6,PosY_6,PosZ_6,RotX_6,RotY_6,RotZ_6,PosX_7,PosY_7,PosZ_7,RotX_7,RotY_7,RotZ_7,PosX_8,PosY_8,PosZ_8,RotX_8,RotY_8,RotZ_8,PosX_9,PosY_9,PosZ_9,RotX_9,RotY_9,RotZ_9,PosX_10,PosY_10,PosZ_10,RotX_10,RotY_10,RotZ_10,PosX_11,PosY_11,PosZ_11,RotX_11,RotY_11,RotZ_11,PosX_12,PosY_12,PosZ_12,RotX_12,RotY_12,RotZ_12,PosX_13,PosY_13,PosZ_13,RotX_13,RotY_13,RotZ_13,PosX_14,PosY_14,PosZ_14,RotX_14,RotY_14,RotZ_14,PosX_15,PosY_15,PosZ_15,RotX_15,RotY_15,RotZ_15,PosX_16,PosY_16,PosZ_16,RotX_16,RotY_16,RotZ_16,PosX_17,PosY_17,PosZ_17,RotX_17,RotY_17,RotZ_17,PosX_18,PosY_18,PosZ_18,RotX_18,RotY_18,RotZ_18,PosX_19,PosY_19,PosZ_19,RotX_19,RotY_19,RotZ_19,PosX_20,PosY_20,PosZ_20,RotX_20,RotY_20,RotZ_20,PosX_21,PosY_21,PosZ_21,RotX_21,RotY_21,RotZ_21,PosX_22,PosY_22,PosZ_22,RotX_22,RotY_22,RotZ_22,PosX_23,PosY_23,PosZ_23,RotX_23,RotY_23,RotZ_23
scissors,3.798765E-08,-2.080585E-09,4.472789E-08,-108.2977,327.9492,-113.762,3.798765E-08,-2.080585E-09,4.472789E-08,-108.2977,327.9492,-113.762,-0.020069,-0.01155399,-0.01049698,-169.6687,29.89752,-124.629,-0.03828906,-0.02465635,-0.02117417,-180.3328,56.8812,-153.0012,-0.06246903,-0.04557231,-0.02708504,-404.8278,121.9455,41.59296,-0.08474399,-0.05610335,-0.003957229,-369.2734,117.5314,22.04343,-0.09599622,-0.007316452,-0.0235507,-100.0859,332.2779,-125.5162,-0.1331083,-0.01383056,-0.02787908,-103.2528,332.384,-118.0261,-0.1571839,-0.0160545,-0.03034601,-109.2569,331.4428,-109.9205,-0.09564658,-0.002543147,-0.00172589,-102.5274,314.7928,-119.5501,-0.1370566,-0.01071352,0.006095865,-104.8892,315.1796,-114.4748,-0.163812,-0.0145309,0.01143923,-109.9773,317.9553,-98.17674,-0.0886938,-0.006529308,0.01746521,-69.11382,299.4639,-135.6307,-0.108976,-0.03968371,0.02064469,-256.6141,356.9407,32.46085,-0.08541746,-0.04641717,0.01035879,-204.3295,335.1371,-31.50485,-0.03407356,-0.009419829,0.02299855,-107.038,325.9609,-51.46091,-0.07789579,-0.01369117,0.03505407,-55.55835,298.8723,-110.113,-0.08603465,-0.0428678,0.02993306,-262.6205,356.8267,66.71985,-0.06980258,-0.04921454,0.01950287,-226.4383,343.4882,56.52844,-0.09142143,-0.05642709,0.01973914,-369.2734,117.5314,22.04343,-0.1794758,-0.01410431,-0.03107167,-109.2569,331.4428,-109.9205,-0.1881496,-0.01395033,0.01709419,-109.9773,317.9553,-98.17673,-0.07149091,-0.02712929,0.005025611,-204.3295,335.1371,-31.50485,-0.0535453,-0.03791233,0.0100113,-226.4383,343.4882,56.52844
scissors,1.834006E-08,3.392465E-09,2.267437E-08,-141.9303,303.9151,-135.64,1.834006E-08,3.392465E-09,2.267437E-08,-141.9303,303.9151,-135.64,-0.02006894,-0.01155399,-0.01049695,-174.1594,-6.828613,-125.9538,-0.0382736,-0.02461402,-0.02125222,-180.9302,16.13725,-158.9146,-0.0609203,-0.04732097,-0.02660064,-418.6561,78.94421,24.9646,-0.08321524,-0.05966344,-0.004406719,-386.5674,78.00635,9.059387,-0.09599619,-0.007316452,-0.02355067,-124.3423,306.7133,-159.2065,-0.1306414,-0.02164251,-0.02929142,-124.7673,306.3347,-154.2631,-0.1530325,-0.0304751,-0.03265123,-131.7941,305.6856,-146.0213,-0.09564657,-0.00254314,-0.001725882,-122.7768,291.214,-144.1748,-0.133829,-0.02138159,0.003745978,-125.7849,292.0638,-138.9557,-0.1590043,-0.03186542,0.00765367,-134.4119,296.649,-122.547,-0.08869378,-0.006529307,0.01746524,-88.84779,279.6151,-152.1045,-0.1010915,-0.04350104,0.01774885,-292.1445,338.0478,11.73859,-0.07676291,-0.0477097,0.007922738,-242.1507,316.7761,-37.29088,-0.03407349,-0.009419823,0.02299861,-140.514,315.0186,-76.58909,-0.07789583,-0.01369117,0.03505403,-73.9171,285.5611,-135.8685,-0.07888828,-0.04327933,0.02685056,-293.5688,341.8708,32.64648,-0.06096653,-0.04616208,0.01773732,-258.1993,330.537,19.75281,-0.09191489,-0.06199189,0.01850842,-386.5674,78.00636,9.059387,-0.1750221,-0.03429543,-0.03441833,-131.7941,305.6856,-146.0213,-0.1832234,-0.03586509,0.01235224,-134.4119,296.649,-122.547,-0.0625029,-0.02874173,0.002329834,-242.1507,316.7761,-37.29088,-0.04526777,-0.03296736,0.009890272,-258.1993,330.537,19.75275
scissors,-1.486823E-08,-1.38824E-08,-2.117093E-08,-135.3809,243.2878,-230.1288,-1.486823E-08,-1.38824E-08,-2.117093E-08,-135.3809,243.2878,-230.1288,-0.02006896,-0.01155397,-0.01049696,-119.7733,213.5989,-321.3107,-0.03795108,-0.02376596,-0.02269298,-161.7692,-76.106,-144.994,-0.06117767,-0.04511946,-0.0305441,-70.71688,180.0373,-374.0115,-0.08416566,-0.05778522,-0.009257923,-389.7247,33.34331,-45.91168,-0.09599618,-0.007316422,-0.02355062,-120.9064,233.1392,-250.9512,-0.1320661,-0.01724856,-0.02977907,-119.3245,235.4529,-248.0724,-0.1550086,-0.02441318,-0.03338126,-124.094,238.6622,-241.459,-0.09564659,-0.002543143,-0.00172589,-114.1562,237.0029,-221.4044,-0.1326135,-0.02300515,0.005855768,-115.3987,239.3213,-218.8343,-0.1565006,-0.03572414,0.01101404,-122.3657,248.6813,-211.5205,-0.08869377,-0.006529301,0.01746523,-74.30434,227.4254,-227.3604,-0.09759353,-0.04449252,0.0169334,-304.2056,337.0673,-126.6934,-0.07346681,-0.04873419,0.006635137,-249.3096,307.8391,-146.0957,-0.03407354,-0.009419807,0.0229986,-134.6662,277.3263,-202.6369,-0.07789584,-0.01369118,0.03505403,-58.59924,234.4478,-229.3495,-0.07717459,-0.04312783,0.02629604,-306.2195,345.2631,-120.4469,-0.05938181,-0.04660886,0.01713906,-265.8615,330.649,-128.0895,-0.09246236,-0.0602878,0.01378789,-389.7247,33.34331,-45.91168,-0.1770104,-0.02809102,-0.03529302,-124.094,238.6622,-241.459,-0.1795876,-0.04335399,0.01679432,-122.3657,248.6813,-211.5205,-0.05968399,-0.02951164,0.0007241027,-249.3096,307.8391,-146.0957,-0.04364128,-0.03351916,0.009200245,-265.8615,330.649,-128.0895
scissors,-1.59919E-08,-1.20314E-08,-2.148251E-08,-132.0587,256.0663,-216.1569,-1.59919E-08,-1.20314E-08,-2.148251E-08,-132.0587,256.0663,-216.1569,-0.02006902,-0.011554,-0.01049701,-120.9234,238.6381,-307.4714,-0.03792465,-0.02369877,-0.02279841,-169.168,-58.85709,-147.041,-0.0612518,-0.04486405,-0.03085831,-124.283,-86.91548,-161.8415,-0.08455808,-0.05772451,-0.0100401,-391.2305,52.3343,-33.33844,-0.09599625,-0.007316466,-0.02355072,-121.5918,255.4835,-247.2702,-0.1305069,-0.01437041,-0.03761235,-124.4156,259.2671,-242.484,-0.1529995,-0.01719251,-0.0463752,-130.6354,262.8803,-235.1122,-0.09564658,-0.002543132,-0.001725882,-108.5237,245.7629,-211.2769,-0.1316947,-0.02480248,0.00518619,-107.3868,246.7346,-209.3667,-0.154338,-0.039818,0.009746064,-111.2652,254.9787,-200.6833,-0.08869375,-0.006529292,0.01746525,-70.46928,235.3551,-218.4551,-0.0966453,-0.04469103,0.01639483,-296.3345,346.7133,-102.2143,-0.07247895,-0.04989361,0.006644694,-242.2126,315.8309,-126.6732,-0.03407352,-0.009419801,0.02299861,-130.5059,288.3093,-182.6584,-0.07789583,-0.01369118,0.03505403,-56.75458,243.8607,-216.5641,-0.07723216,-0.04313369,0.02631119,-296.2797,354.5183,-93.95108,-0.05927946,-0.04643644,0.01740367,-255.054,337.9058,-104.2,-0.09353321,-0.06092038,0.01266329,-391.2305,52.3343,-33.33844,-0.1743542,-0.01578567,-0.05295217,-130.6354,262.8803,-235.1122,-0.1760713,-0.05109182,0.01476623,-111.2652,254.9787,-200.6832,-0.05818902,-0.03099996,0.0008792725,-242.2126,315.8309,-126.6732,-0.04396515,-0.03248452,0.01012739,-255.054,337.9058,-104.2
thumbs  up,-1.301765E-08,2.4424E-09,-2.641967E-08,61.75703,289.1733,-170.7261,-1.301765E-08,2.4424E-09,-2.641967E-08,61.75703,289.1733,-170.7261,-0.020069,-0.011554,-0.01049702,-137.0879,71.4819,-126.0829,-0.03149602,-0.01015573,-0.03252225,77.44388,335.0182,-231.743,-0.05314071,-0.009263849,-0.05676689,73.38799,327.7284,-222.1609,-0.07725506,-0.00434191,-0.07992382,61.81529,348.1103,-225.0715,-0.09599619,-0.007316457,-0.02355064,-122.131,462.598,-78.59406,-0.1027414,-0.04445324,-0.01983062,-51.47797,389.2604,-123.7089,-0.07878501,-0.04121022,-0.02232827,-3.567245,346.1385,-149.827,-0.09564661,-0.002543155,-0.001725953,-123.7967,455.7769,-69.10669,-0.09819152,-0.0453942,-0.001533979,-61.30237,392.2395,-109.3397,-0.0711238,-0.04478061,-0.006627075,-4.37175,341.4556,-164.7768,-0.08869377,-0.006529307,0.01746523,-125.2116,458.726,-50.23325,-0.08804984,-0.0453506,0.01383399,-65.42908,390.2957,-97.85028,-0.06261441,-0.04353293,0.006358727,-10.03654,330.7975,-157.1573,-0.03407358,-0.009419818,0.02299851,45.55464,322.8166,-74.13896,-0.0778958,-0.01369118,0.03505407,111.3293,247.1509,-146.0426,-0.07634248,-0.04304206,0.02611784,-71.66486,406.5687,-60.7081,-0.05689744,-0.04172445,0.02039908,-29.4798,355.4244,-99.24713,-0.08605941,0.002206342,-0.101965,61.81529,348.1103,-225.0715,-0.07347742,-0.01957206,-0.02453708,-3.567245,346.1385,-149.827,-0.06377328,-0.02139173,-0.01148147,-4.37175,341.4556,-164.7768,-0.05651643,-0.02002889,0.004170716,-10.03654,330.7975,-157.1573,-0.04768762,-0.02186724,0.01866726,-29.4798,355.4244,-99.24713
thumbs  up,0,0,0,64.59639,290.3267,-168.7432,0,0,0,64.59639,290.3267,-168.7432,-0.020069,-0.011554,-0.01049699,-136.3267,74.91156,-125.0844,-0.03131076,-0.00980285,-0.03259222,80.93954,339.3981,-226.0315,-0.05251229,-0.009061723,-0.05723037,77.68234,331.1823,-217.1625,-0.07662112,-0.004734479,-0.08051153,66.57085,351.6559,-219.6521,-0.09599625,-0.007316449,-0.02355075,-117.8471,463.493,-74.09079,-0.1025639,-0.04448381,-0.01981821,-47.64961,390.3418,-120.643,-0.07862577,-0.0411462,-0.02236681,-0.206192,347.5107,-147.0713,-0.09564658,-0.002543158,-0.001725887,-119.6581,456.1347,-65.95633,-0.09826005,-0.04539001,-0.001518663,-57.62552,392.8413,-107.3721,-0.07119476,-0.04488967,-0.006636965,-1.103546,343.493,-161.834,-0.08869375,-0.006529311,0.01746529,-120.9425,457.9417,-48.08627,-0.08793712,-0.04534664,0.0138134,-61.349,389.1939,-99.30417,-0.06251194,-0.04364172,0.006276948,-6.503571,331.4148,-157.6292,-0.03407355,-0.00941982,0.02299855,47.59924,322.3105,-70.14022,-0.07789583,-0.01369118,0.03505399,113.8768,246.4756,-145.5134,-0.07605145,-0.04301196,0.02607459,-67.58026,404.7902,-61.83075,-0.05658079,-0.0417817,0.02042391,-24.68837,351.7299,-107.155,-0.08563666,0.001409617,-0.1025836,66.57085,351.6559,-219.6521,-0.07333669,-0.01950487,-0.02458867,-0.206192,347.5107,-147.0713,-0.06377455,-0.02152767,-0.01151455,-1.103546,343.493,-161.834,-0.056292,-0.02017515,0.004030809,-6.503571,331.4148,-157.6292,-0.0472442,-0.02198469,0.01868186,-24.68837,351.7299,-107.155
thumbs  up,0,0,0,64.88133,290.0392,-168.0164,0,0,0,64.88133,290.0392,-168.0164,-0.02006901,-0.01155399,-0.01049704,85.21811,348.1526,-202.0998,-0.03137172,-0.009918826,-0.03256997,82.8519,339.3037,-225.5882,-0.0525635,-0.009485908,-0.05722381,79.18704,331.1723,-216.7646,-0.07657505,-0.005352921,-0.08064029,67.77582,351.9493,-219.2043,-0.09599622,-0.007316449,-0.02355069,-119.2853,462.1484,-76.36386,-0.10225,-0.04454416,-0.01988093,-48.29669,389.6415,-121.8435,-0.07829633,-0.0411972,-0.02226588,-0.6752319,347.5245,-147.2398,-0.0956466,-0.002543158,-0.001725924,-121.4478,454.9806,-68.03299,-0.09810748,-0.04539924,-0.001569355,-58.40152,391.9366,-108.6907,-0.07101524,-0.04477835,-0.006529625,-0.6155701,342.7527,-162.6186,-0.08869377,-0.006529307,0.01746523,-123.1976,457.1957,-49.41345,-0.0878454,-0.04534248,0.01378946,-62.21428,388.371,-100.391,-0.06238094,-0.04348005,0.006424896,-5.892609,330.427,-158.991,-0.03407355,-0.009419822,0.02299858,45.9666,323.7895,-66.70112,-0.07789581,-0.01369118,0.03505406,114.1028,247.6876,-142.7745,-0.07607456,-0.04301644,0.02608446,-69.51534,405.1191,-61.0463,-0.0565534,-0.04178356,0.02061133,-25.51396,352.1987,-105.3983,-0.08532586,0.0007084918,-0.1028416,67.77582,351.9493,-219.2043,-0.07275344,-0.01961657,-0.02445922,-0.6752319,347.5245,-147.2398,-0.06371201,-0.02136546,-0.01133942,-0.6155701,342.7527,-162.6186,-0.0563132,-0.01996497,0.004271842,-5.892654,330.427,-158.991,-0.0473235,-0.02192342,0.01902629,-25.51398,352.1988,-105.3983
thumbs  up,-2.189232E-08,-3.249097E-09,-5.480751E-08,64.42516,273.1958,-181.2454,-2.189232E-08,-3.249097E-09,-5.480751E-08,64.42516,273.1958,-181.2454,-0.02006902,-0.01155399,-0.01049703,94.72745,305.0807,-245.6176,-0.03295361,-0.01298159,-0.03170062,91.21071,286.984,-272.2259,-0.05715312,-0.01252955,-0.05340932,87.1765,278.9535,-263.45,-0.08453135,-0.008982283,-0.07289843,76.75638,300.0008,-269.3109,-0.09599624,-0.007316445,-0.02355074,123.8546,209.5689,-216.0204,-0.1025874,-0.0445211,-0.0202573,-52.66176,378.5356,-156.7867,-0.07851227,-0.04145735,-0.02154839,-4.432632,334.0494,-174.1381,-0.0956466,-0.002543143,-0.001725924,117.6663,214.0927,-193.1936,-0.0993108,-0.04531318,-0.001572658,-67.56735,393.6734,-130.5276,-0.07206348,-0.04578463,-0.005614697,-3.945145,322.2288,-191.3197,-0.08869376,-0.006529298,0.01746527,114.0859,225.8386,-169.8711,-0.08961774,-0.04536521,0.01405766,-77.77328,411.2821,-94.4888,-0.06390823,-0.04461035,0.007379757,-19.40204,339.0428,-143.4645,-0.03407351,-0.009419839,0.02299862,48.51132,326.114,-98.3899,-0.07789579,-0.01369118,0.03505411,109.403,251.6953,-137.2596,-0.07969869,-0.04322338,0.0267873,-87.48953,438.2332,-54.44461,-0.06051208,-0.0425218,0.0201591,-49.99182,407.0354,-44.17952,-0.09600505,-0.003746128,-0.09404413,76.75638,300.0008,-269.3109,-0.07162264,-0.02023658,-0.02341147,-4.432632,334.0494,-174.1381,-0.06324018,-0.0228682,-0.01026456,-3.945145,322.2288,-191.3197,-0.05652466,-0.02147648,0.005207243,-19.40204,339.0428,-143.4645,-0.05142229,-0.02262863,0.0182185,-49.99182,407.0354,-44.17952
thumbs  up,-1.514837E-08,2.915606E-09,-2.520813E-08,-33.99986,323.8102,-137.7952,-1.514837E-08,2.915606E-09,-2.520813E-08,-33.99986,323.8102,-137.7952,-0.02006899,-0.011554,-0.01049697,-167.5867,57.27368,-122.9402,-0.03181134,-0.01075963,-0.03238612,-170.7409,53.03049,-147.0493,-0.05306605,-0.01223765,-0.05694495,-35.82095,374.2219,-182.1341,-0.07726696,-0.01006549,-0.08043054,-188.0189,60.16994,-138.0238,-0.09599628,-0.007316445,-0.02355075,-250.6468,428.9971,-7.343536,-0.1040796,-0.04420432,-0.02002624,-166.0799,384.1472,-65.81253,-0.08007076,-0.04099102,-0.0220052,-111.4574,359.9719,-100.4882,-0.0956466,-0.002543149,-0.001725909,-250.0529,420.9614,0.0255127,-0.1004089,-0.04520342,-0.001343188,-174.823,382.268,-52.11107,-0.07322297,-0.04470314,-0.005776308,-112.2137,357.6494,-113.0981,-0.08869375,-0.006529313,0.01746526,-249.0853,419.3031,13.00406,-0.08972886,-0.04536538,0.01409163,-175.8698,376.8582,-43.87843,-0.06411694,-0.0430989,0.007380529,-112.2318,345.1782,-103.7657,-0.03407351,-0.009419828,0.02299863,-48.5331,330.182,-52.50694,-0.07789584,-0.01369116,0.03505399,23.59335,290.1658,-129.1419,-0.07911118,-0.04321789,0.02666137,-181.9708,378.28,-16.64125,-0.05993494,-0.04124699,0.02026308,-126.0455,344.3387,-70.86212,-0.08623266,-0.005558519,-0.1029141,-188.0189,60.16994,-138.0238,-0.07431493,-0.01945013,-0.02403492,-111.4574,359.9719,-100.4882,-0.06580909,-0.02128872,-0.01040588,-112.2137,357.6494,-113.0981,-0.05932123,-0.0192444,0.005839036,-112.2318,345.1782,-103.7657,-0.05319304,-0.02037311,0.01928497,-126.0455,344.3387,-70.86218
thumbs down,0,0,0,39.35161,-295.5833,159.7602,0,0,0,39.35161,-295.5833,159.7602,-0.02006899,-0.01155399,-0.010497,-21.36902,-239.9184,93.743,-0.03449026,-0.01606802,-0.03022756,-36.90314,-220.8371,72.06679,-0.05641048,-0.02790206,-0.05112126,-25.6175,-229.4451,73.90955,-0.0797166,-0.0343816,-0.0747181,-41.89996,-247.6913,72.57442,-0.09599622,-0.007316467,-0.02355075,54.89192,-214.5098,122.7729,-0.113835,-0.04061937,-0.02020854,77.52338,-123.3589,119.5649,-0.0903904,-0.04690614,-0.0214303,87.22932,-54.97446,95.64482,-0.09564658,-0.002543153,-0.001725878,56.85535,-274.5533,208.6487,-0.1103129,-0.04282995,0.0004184963,75.27983,-194.5581,211.6747,-0.08418035,-0.04999638,-0.0045525,23.46271,-315.5455,34.35913,-0.08869376,-0.006529312,0.0174653,53.2076,-276.3235,220.0243,-0.09850641,-0.0442366,0.01586362,69.20284,-210.5252,237.0278,-0.07375997,-0.05022285,0.008252961,83.52289,-165.6851,251.441,-0.03407355,-0.009419845,0.02299856,91.1529,-1.214127,195.4158,-0.07789581,-0.01369119,0.03505407,41.53571,-288.675,239.7826,-0.08739904,-0.04243685,0.02984671,58.91678,-222.3393,257.3179,-0.06989922,-0.04652917,0.0203831,67.77344,-171.0802,260.1427,-0.08799648,-0.03703206,-0.09775349,-41.89996,-247.6913,72.57442,-0.07314429,-0.0327352,-0.02316624,87.22932,-54.97446,95.64482,-0.0668955,-0.03295256,-0.01050032,23.46271,-315.5455,34.35913,-0.05821876,-0.03199363,0.00371668,83.52285,-165.685,251.441,-0.05570979,-0.03096744,0.01416855,67.77344,-171.0802,260.1427
thumbs down,0,0,0,92.21666,-272.704,66.29071,0,0,0,92.21666,-272.704,66.29071,-0.02006898,-0.01155401,-0.01049697,18.85172,-254.3861,54.32361,-0.0344721,-0.01603075,-0.03024926,326.8888,-253.0132,-112.0108,-0.05689156,-0.02688025,-0.05114776,11.70289,-246.4896,36.1003,-0.08086678,-0.03253498,-0.07428174,326.3355,-279.6229,-114.3399,-0.09599619,-0.007316458,-0.02355064,91.26888,-198.6724,49.81654,-0.1140532,-0.04040088,-0.01932663,96.51434,-99.45348,46.42373,-0.0911679,-0.04831275,-0.02140741,94.25129,-40.98229,42.45572,-0.09564658,-0.002543153,-0.001725925,104.7598,-207.4877,62.57158,-0.1112634,-0.04242899,0.00109539,108.4548,-114.6613,59.61575,-0.08573838,-0.05112981,-0.004539204,90.33557,-13.14547,17.74258,-0.08869378,-0.006529318,0.01746522,113.8501,-218.9686,82.70978,-0.09741557,-0.0445093,0.01600171,125.435,-144.661,90.88022,-0.07305715,-0.05099919,0.007593825,121.1312,-57.45723,65.31796,-0.03407353,-0.009419834,0.02299859,120.314,-337.434,135.2906,-0.07789581,-0.01369116,0.03505405,128.1618,-259.923,126.6981,-0.0849961,-0.04298032,0.02909827,149.769,-203.0003,153.3728,-0.06726245,-0.04553006,0.0195292,160.4561,-171.8254,176.9526,-0.08980951,-0.03471598,-0.09711762,326.3355,-279.6228,-114.3399,-0.07266648,-0.03595971,-0.02392888,94.25129,-40.98229,42.45572,-0.06713939,-0.03582931,-0.01121803,90.33557,-13.14545,17.74257,-0.05711481,-0.03334504,0.002247251,121.1312,-57.45723,65.31796,-0.05358909,-0.02960165,0.01309075,160.4561,-171.8254,176.9526
thumbs down,0,0,0,7.461952,-291.0034,123.38,0,0,0,7.461952,-291.0034,123.38,-0.02006899,-0.01155399,-0.01049696,-50.84468,-241.83,76.10191,-0.03339072,-0.01384715,-0.03135167,276.1146,-327.4473,30.06789,-0.05258898,-0.02587595,-0.05467171,-55.26251,-227.7017,62.35593,-0.07347549,-0.03276777,-0.08032765,268.3614,-353.8085,28.19724,-0.0959962,-0.007316439,-0.02355069,37.17976,-180.1293,57.79868,-0.1164302,-0.03907511,-0.02004093,75.94858,-55.50967,22.89816,-0.09359981,-0.04729974,-0.02138088,-20.76124,-361.3373,55.53333,-0.09564659,-0.002543167,-0.001725896,104.9736,-25.72678,263.8783,-0.110588,-0.04271002,0.0007444085,23.96055,-280.4171,280.7294,-0.08439687,-0.04931308,-0.004678021,24.46062,-283.9416,351.0271,-0.08869378,-0.006529314,0.01746518,3.572037,-328.6716,245.4522,-0.09730613,-0.0445191,0.01564964,22.29442,-261.8063,263.6882,-0.07248927,-0.05014154,0.007990915,37.23834,-218.7693,283.0594,-0.03407354,-0.009419821,0.02299856,74.18542,-35.93651,217.6172,-0.07789581,-0.01369119,0.03505408,-7.142944,-319.6324,243.4942,-0.08442843,-0.04305449,0.02881996,11.7103,-258.6107,267.0386,-0.06672971,-0.04619313,0.01936188,24.55973,-206.8649,271.9488,-0.07938492,-0.03485548,-0.1041379,268.3614,-353.8085,28.19724,-0.07502815,-0.03493212,-0.0232231,-20.76124,-361.3373,55.53333,-0.06808946,-0.03140013,-0.01082853,24.46062,-283.9416,351.0271,-0.05734669,-0.03157066,0.003492326,37.23834,-218.7693,283.0594,-0.05318513,-0.0300332,0.01323574,24.55972,-206.8649,271.9489
thumbs down,0,0,0,142.8149,-254.6685,200.1262,0,0,0,142.8149,-254.6685,200.1262,-0.02006899,-0.01155397,-0.01049697,68.8332,-223.5631,118.9905,-0.03591569,-0.0190646,-0.02810716,45.38911,-213.551,91.71126,-0.05960393,-0.03330896,-0.0452259,57.52855,-210.8285,90.76147,-0.08690199,-0.04434009,-0.06181219,45.74632,-211.0972,90.42636,-0.09599619,-0.007316447,-0.02355064,138.041,-196.5766,175.7082,-0.1154344,-0.03967872,-0.01990117,128.3647,-106.128,154.473,-0.09271283,-0.04818733,-0.02131564,117.3904,-48.92567,127.8927,-0.09564657,-0.002543142,-0.00172589,144.7795,-199.5197,200.5902,-0.110696,-0.0426944,0.0003033413,134.0799,-114.4441,176.9957,-0.08493293,-0.05128039,-0.004336164,129.8899,-53.16374,141.4176,-0.08869376,-0.006529305,0.01746526,144.129,-199.2121,211.2765,-0.09901403,-0.04410889,0.01606494,137.5313,-120.8736,198.6018,-0.07443782,-0.05051914,0.008250675,135.0946,-66.05339,185.8306,-0.03407353,-0.009419836,0.02299859,142.9733,-273.8355,255.2714,-0.07789581,-0.01369119,0.03505402,142.0429,-212.8948,233.9854,-0.08997652,-0.04164601,0.03101378,138.8914,-129.5845,224.6871,-0.07249008,-0.04519136,0.02130781,134.0086,-80.94728,218.6743,-0.1053745,-0.05424631,-0.07472877,45.74632,-211.0972,90.42636,-0.07399743,-0.03605815,-0.02328417,117.3904,-48.92567,127.8927,-0.06541947,-0.03681594,-0.01022164,129.8899,-53.16374,141.4176,-0.0575757,-0.0336736,0.003121411,135.0946,-66.05339,185.8306,-0.05796153,-0.03014959,0.01461492,134.0086,-80.94728,218.6743
thumbs down,0,0,0,132.9292,-263.5947,139.7121,0,0,0,132.9292,-263.5947,139.7121,-0.02006901,-0.011554,-0.01049702,54.95925,-229.0316,95.46878,-0.03706506,-0.02162658,-0.02557424,345.3309,-221.9408,-75.62553,-0.05919015,-0.04205322,-0.03783467,357.528,-221.7323,-78.56427,-0.08482729,-0.05936928,-0.05143104,345.9947,-221.373,-76.81598,-0.09599619,-0.007316439,-0.02355064,134.6112,-222.8735,124.2673,-0.1248091,-0.0314065,-0.01826254,129.6977,-127.5717,109.6354,-0.1055511,-0.04607338,-0.02042572,120.2459,-67.48458,89.38183,-0.09564656,-0.002543145,-0.001725892,140.1275,-210.435,136.6066,-0.11469,-0.04090856,0.001132576,133.5754,-120.2972,118.8735,-0.0895708,-0.0511378,-0.003701515,120.098,-46.92322,75.26783,-0.08869378,-0.006529321,0.01746519,144.7133,-215.0264,150.4525,-0.1039298,-0.04242542,0.01731246,144.5471,-133.4455,142.9363,-0.08019327,-0.05119581,0.009200749,144.0486,-76.69025,130.7464,-0.03407357,-0.009419849,0.02299852,151.0869,-292.0969,197.7686,-0.0778958,-0.01369116,0.03505408,152.2525,-241.9586,179.9411,-0.09634545,-0.03824255,0.03429189,156.9485,-157.2281,179.3751,-0.08036472,-0.04527855,0.02391585,156.5399,-106.317,178.5274,-0.1020172,-0.07382184,-0.06152272,345.9947,-221.373,-76.81598,-0.08434342,-0.03956867,-0.02345573,120.2459,-67.48458,89.38183,-0.06926078,-0.03797253,-0.009931539,120.098,-46.92322,75.26783,-0.06165801,-0.03645528,0.003406496,144.0486,-76.69025,130.7464,-0.06440559,-0.0323404,0.01616739,156.5399,-106.317,178.5274
